user_id,date,steps,calories_burned,distance_km,active_minutes,sleep_hours,heart_rate_avg,workout_type,weather_conditions,location,mood
744,01-01-2023,18386,2125.62,19.86,993,7.4,143,Swimming,Fog,Gym,Happy
376,01-01-2023,29774,3507.15,4.42,800,4.9,134,Walking,Rain,Gym,Stressed
204,01-01-2023,26753,1806.32,6.46,664,3.2,95,Walking,Clear,Other,Tired
617,01-01-2023,28123,2213,18.09,1087,9.1,77,Gym Workout,Snow,Office,Neutral
914,01-01-2023,9579,2343.16,2.88,192,7.3,104,Gym Workout,Fog,Office,Tired
81,01-01-2023,4160,2292.97,18.67,337,8.5,95,Swimming,Snow,Gym,Happy
544,01-01-2023,22774,3442.6,11.31,756,10.4,67,Cycling,Rain,Office,Tired
781,01-01-2023,28867,1976.76,6.91,54,11.9,142,Running,Snow,Office,Stressed
490,01-01-2023,26967,2480.06,11.69,49,0.9,142,None,Rain,Home,Tired
479,01-01-2023,15825,3340.86,17.91,39,5.6,131,Running,Clear,Office,Stressed
33,01-01-2023,2181,3831.53,1.99,1163,2.9,60,Swimming,Rain,Home,Happy
791,01-01-2023,27110,2330.96,0.92,344,9.8,114,Gym Workout,Clear,Office,Tired
108,01-01-2023,18899,2660.18,10.06,1330,11.6,79,Swimming,Rain,Gym,Tired
840,01-01-2023,18553,3027.02,2.72,647,11.8,72,Running,Snow,Home,Neutral
916,01-01-2023,17324,1790.23,18.23,193,2.6,176,None,Rain,Park,Tired
459,01-01-2023,668,1939.41,5.54,905,11.5,136,Gym Workout,Rain,Office,Happy
66,01-01-2023,19344,1798.71,2,1096,4.9,60,None,Snow,Other,Neutral
648,01-01-2023,8731,2698.87,4.94,557,9.4,96,Running,Clear,Office,Neutral
341,01-01-2023,13774,1635.78,17.71,108,6.9,143,None,Clear,Park,Happy
592,01-01-2023,19138,3413.44,17.98,73,6.1,103,Walking,Snow,Home,Neutral
748,01-01-2023,14826,3855.41,7.31,362,5.5,138,Swimming,Fog,Office,Tired
301,01-01-2023,24546,2286.71,0.92,794,1.7,162,None,Snow,Gym,Neutral
877,01-01-2023,16213,3452.38,3.2,103,6.3,173,Swimming,Rain,Office,Neutral
737,01-01-2023,2770,3248.62,16.91,638,0.1,120,Swimming,Clear,Gym,Happy
843,01-01-2023,2463,3642.36,16.68,291,11.8,169,Running,Rain,Other,Happy
743,01-01-2023,14198,3108.95,1.51,20,1.8,157,Running,Snow,Other,Happy
545,01-01-2023,6873,3813.86,4.03,505,7.3,162,Gym Workout,Fog,Gym,Stressed
524,01-01-2023,15611,3101.44,10.21,667,6.7,152,Cycling,Clear,Gym,Tired
223,01-01-2023,5583,2514.06,14.19,384,1.7,177,Swimming,Rain,Gym,Neutral
70,01-01-2023,27970,3660.38,5.7,606,0.6,79,Yoga,Rain,Other,Stressed
366,01-01-2023,28017,2545.46,2.32,1294,8.4,100,None,Rain,Gym,Tired
148,01-01-2023,1010,3329.23,1.76,1059,1,102,Yoga,Fog,Park,Tired
468,01-01-2023,14274,2755.78,17.87,41,2.5,144,Yoga,Clear,Park,Stressed
48,01-01-2023,7636,2794.83,17.14,472,6.4,135,Walking,Fog,Home,Neutral
599,01-01-2023,28564,3386.33,8.55,399,10.6,101,Cycling,Clear,Office,Neutral
427,01-01-2023,26492,2274.66,10.14,553,7.2,111,None,Rain,Other,Happy
969,01-01-2023,19372,2668.03,11.95,237,3.4,102,Running,Clear,Gym,Tired
675,01-01-2023,16099,1546.67,12.7,1018,6.3,79,Gym Workout,Snow,Home,Neutral
71,01-01-2023,2353,1536.96,0.68,1266,6.6,163,None,Clear,Office,Neutral
703,01-01-2023,11326,1791.07,12.3,1335,4.7,68,Running,Rain,Park,Stressed
397,01-01-2023,13904,3858.74,2.63,692,9.9,124,None,Fog,Other,Neutral
455,01-01-2023,13285,1756.63,1.84,662,11.2,107,Gym Workout,Rain,Other,Stressed
93,01-01-2023,21649,3844.28,7.07,1207,3.5,165,Yoga,Clear,Other,Stressed
947,01-01-2023,6273,2576.39,11.71,372,5.7,75,Cycling,Fog,Park,Stressed
700,01-01-2023,8953,3884.8,19.55,12,7.5,62,Yoga,Snow,Home,Neutral
482,01-01-2023,13821,2165.7,7.22,1255,5.1,142,Gym Workout,Fog,Gym,Stressed
856,01-01-2023,20258,2617.08,11.46,1253,10.2,140,Swimming,Fog,Office,Happy
850,01-01-2023,3456,3964.32,13.17,737,4.9,101,Swimming,Snow,Gym,Happy
107,01-01-2023,6939,2806.79,2.78,142,7.6,135,Running,Rain,Park,Happy
52,01-01-2023,20799,3025.1,18.05,1017,11.5,81,Walking,Clear,Gym,Tired
952,01-01-2023,10705,3052.67,19.75,913,4.8,75,Swimming,Rain,Park,Happy
772,01-01-2023,15412,2594.18,11.53,712,2,155,Cycling,Rain,Home,Neutral
31,01-01-2023,24250,1567.06,1.32,1117,10.1,147,Gym Workout,Fog,Gym,Tired
39,01-01-2023,25343,3039.93,8.02,828,5.8,144,None,Clear,Office,Tired
325,01-01-2023,24461,2163.09,4.02,1427,6.7,168,Running,Snow,Gym,Neutral
423,01-01-2023,5857,2752.69,4.52,955,4.9,86,Yoga,Rain,Home,Neutral
533,01-01-2023,24432,2385.57,16.89,1103,5.1,128,Gym Workout,Snow,Office,Happy
700,01-01-2023,12769,3682.28,9.08,119,9.3,130,Swimming,Rain,Office,Tired
528,01-01-2023,23302,3515.88,7.01,832,10.2,158,Gym Workout,Snow,Gym,Stressed
748,01-01-2023,24385,1783.63,9.04,1039,9.4,81,Swimming,Rain,Other,Stressed
621,01-01-2023,4957,3461.41,15.91,338,6.1,124,Walking,Rain,Home,Happy
540,01-01-2023,26233,2759.99,9.95,319,2.1,128,Swimming,Clear,Other,Happy
40,01-01-2023,25053,1616.29,6.02,483,9.6,165,Yoga,Rain,Other,Tired
275,01-01-2023,1916,2357.53,19.74,1054,0.6,68,Walking,Snow,Home,Stressed
456,01-01-2023,12418,2994.17,0.18,802,1.4,142,Yoga,Clear,Office,Neutral
831,01-01-2023,1245,3227.59,4.85,644,7.9,117,Walking,Snow,Other,Stressed
460,01-01-2023,27390,2261.93,9.51,1227,8.5,102,Cycling,Fog,Home,Tired
746,01-01-2023,20418,2726.28,9.22,730,3.4,113,None,Clear,Office,Happy
587,01-01-2023,17998,2376.08,9.72,1060,3.1,64,Gym Workout,Clear,Office,Happy
148,01-01-2023,22843,3855.44,16.34,272,5.9,134,None,Fog,Office,Neutral
518,01-01-2023,19783,3257.98,4.22,964,8.7,68,Cycling,Snow,Home,Stressed
801,01-01-2023,2982,2486.78,0.57,567,0.9,149,Gym Workout,Clear,Park,Stressed
330,01-01-2023,29777,3009.25,4.88,167,12,173,Gym Workout,Snow,Other,Stressed
390,01-01-2023,1618,1813.25,14.34,1315,10.1,168,Cycling,Clear,Park,Neutral
658,01-01-2023,20875,2171.01,16.63,712,10.4,90,Cycling,Rain,Office,Tired
82,02-01-2023,11382,2730.61,2.59,1356,0.6,69,Running,Snow,Gym,Tired
765,02-01-2023,23082,2127.53,7.26,948,10.5,166,Walking,Clear,Other,Stressed
834,02-01-2023,18510,3472.28,5.66,6,8.7,170,None,Rain,Office,Happy
113,02-01-2023,1866,1881.84,5.86,748,9.8,126,Cycling,Rain,Other,Neutral
388,02-01-2023,28219,2566.87,2.39,660,8.4,110,Gym Workout,Clear,Gym,Happy
142,02-01-2023,2503,3948.26,15.17,159,9.8,116,Swimming,Fog,Home,Happy
370,02-01-2023,27920,1867.94,6.04,607,5.6,61,Cycling,Rain,Other,Tired
344,02-01-2023,11139,3637.42,8.53,699,5.4,121,Yoga,Fog,Park,Happy
370,02-01-2023,6230,3423.27,7.23,447,0.7,136,Swimming,Clear,Office,Tired
582,02-01-2023,15944,3858.42,16.44,724,9.1,79,Gym Workout,Rain,Park,Stressed
126,02-01-2023,8471,2220.54,8.52,571,8.2,85,Yoga,Clear,Home,Tired
374,02-01-2023,2573,2440.32,7.15,661,4.1,87,Running,Rain,Park,Tired
928,02-01-2023,3027,2251.74,17.61,975,0.5,77,None,Snow,Office,Tired
444,02-01-2023,24717,2596.56,11.46,346,4.5,98,Gym Workout,Clear,Home,Stressed
767,02-01-2023,16171,2217.85,3.38,520,9.9,157,None,Clear,Office,Neutral
917,02-01-2023,26647,2782.95,7.99,1165,2.4,116,Gym Workout,Snow,Home,Happy
57,02-01-2023,19136,3755.8,10.5,886,10.4,158,Yoga,Fog,Gym,Neutral
693,02-01-2023,1937,2661.41,3.82,488,10.3,167,Gym Workout,Snow,Office,Stressed
21,02-01-2023,28751,2982.89,1.34,350,11.1,130,Swimming,Snow,Park,Stressed
367,02-01-2023,1581,2635.67,6.57,1145,7.7,147,Running,Snow,Home,Neutral
380,02-01-2023,5715,2263.52,16.6,1421,5,102,Swimming,Snow,Other,Neutral
180,02-01-2023,27247,3088.55,4.86,1093,4.9,85,Walking,Clear,Gym,Stressed
81,02-01-2023,7756,3540.58,5.7,26,10.6,100,Swimming,Snow,Home,Stressed
281,02-01-2023,2173,2033.51,5.34,720,3.1,83,Walking,Snow,Park,Stressed
712,02-01-2023,2013,1668.52,6.41,686,4.1,71,Gym Workout,Clear,Other,Happy
176,02-01-2023,26289,2717.36,12.02,293,1.8,81,Walking,Rain,Park,Stressed
212,02-01-2023,16372,2001.96,4.07,688,8,174,Running,Clear,Other,Neutral
74,02-01-2023,25442,1542.38,3.98,1172,10.5,65,Walking,Clear,Gym,Tired
672,02-01-2023,24289,1752.31,15.97,89,4.6,97,Swimming,Rain,Gym,Happy
342,02-01-2023,24322,3205.8,7.93,22,8.9,132,Yoga,Rain,Home,Neutral
297,02-01-2023,27140,3910.62,15.22,1309,2.8,171,Running,Rain,Park,Stressed
820,02-01-2023,9039,2682.42,6.13,406,11.8,112,Yoga,Clear,Gym,Happy
404,02-01-2023,7864,1769.47,6.57,696,9.2,111,Running,Snow,Gym,Stressed
285,02-01-2023,18508,3825.59,8.61,1330,8.9,142,None,Snow,Office,Tired
540,02-01-2023,13533,2252.49,10.77,215,9.9,93,None,Clear,Gym,Tired
709,02-01-2023,10292,3555.86,6.05,751,10.2,158,Running,Clear,Gym,Neutral
334,02-01-2023,3081,1501.52,19.34,203,11.5,95,Cycling,Clear,Home,Stressed
644,02-01-2023,26171,1919.94,12.33,958,10.2,143,Yoga,Clear,Other,Tired
127,02-01-2023,25126,3441.88,5.14,146,0.7,133,Walking,Clear,Home,Tired
301,02-01-2023,21362,2171.74,10.39,781,5.1,106,Cycling,Snow,Gym,Happy
383,02-01-2023,20094,3145.69,16.03,215,4.9,121,Yoga,Snow,Park,Stressed
867,02-01-2023,6617,1973.6,19.48,1378,10.8,87,Running,Snow,Park,Stressed
450,02-01-2023,6164,1725.1,7.81,516,7.5,79,Gym Workout,Rain,Office,Happy
245,02-01-2023,7870,2143.47,8.26,200,7.1,127,Cycling,Fog,Other,Tired
615,02-01-2023,14757,3468.05,12.95,1100,2.9,158,Swimming,Clear,Gym,Stressed
230,02-01-2023,11085,2203.99,12.89,1195,11.3,87,Gym Workout,Fog,Gym,Tired
835,02-01-2023,8606,3891.95,18.06,188,4.6,66,Yoga,Snow,Home,Happy
356,02-01-2023,14318,2182.42,9.37,1103,3.5,161,Yoga,Rain,Park,Neutral
272,02-01-2023,25547,2090.9,2.04,1420,2.1,108,Running,Fog,Park,Happy
407,02-01-2023,26372,3157.97,12.96,321,6,105,Swimming,Rain,Park,Stressed
511,02-01-2023,3657,2220.15,3.23,501,11.3,77,None,Rain,Gym,Happy
920,02-01-2023,12016,3424.18,17.74,930,7.1,96,Gym Workout,Rain,Gym,Stressed
993,02-01-2023,24412,1826.29,0.95,18,8.2,132,None,Fog,Other,Stressed
756,02-01-2023,6832,3812.8,14.31,1028,0.3,117,None,Rain,Gym,Neutral
67,02-01-2023,8842,3427.58,19.62,434,9.7,72,Cycling,Clear,Other,Tired
897,02-01-2023,17565,1563.76,11.68,284,8.3,61,Yoga,Snow,Office,Neutral
553,02-01-2023,26173,3522.89,10.14,859,9.8,112,Walking,Clear,Home,Stressed
374,02-01-2023,7547,3201.49,1.6,889,11.3,158,Walking,Rain,Park,Happy
934,02-01-2023,23615,3406.49,2.63,717,1.5,111,Cycling,Fog,Other,Tired
783,02-01-2023,5330,1607.01,3.52,811,10,179,Yoga,Clear,Home,Happy
134,02-01-2023,12719,1520.15,3.35,135,4.6,62,Running,Fog,Other,Stressed
103,02-01-2023,3018,2433.27,15.8,146,4,104,Swimming,Rain,Gym,Stressed
766,02-01-2023,15896,3209.84,7.2,1051,6.9,137,Yoga,Fog,Other,Tired
224,02-01-2023,14775,1643.07,7.88,778,3.3,144,Yoga,Clear,Park,Stressed
585,02-01-2023,3632,3773,13.18,623,3.6,138,Walking,Rain,Park,Tired
215,02-01-2023,11609,3714.78,9.83,875,7.4,74,Running,Snow,Home,Tired
797,02-01-2023,7196,2339.97,2.1,449,3.4,156,Running,Clear,Park,Neutral
81,02-01-2023,15784,3606.37,18.15,816,2.9,120,Running,Fog,Home,Stressed
3,02-01-2023,24726,2409.57,18.29,1059,2.9,155,Gym Workout,Fog,Home,Neutral
300,02-01-2023,3143,3994.87,6.15,855,7,177,Swimming,Rain,Other,Neutral
958,02-01-2023,7953,2131.75,19.4,1094,9.5,104,Running,Rain,Other,Neutral
164,02-01-2023,13080,2932.11,19.85,1438,9.4,76,Walking,Snow,Other,Neutral
650,02-01-2023,2805,1855.63,12.82,761,7.4,88,Swimming,Snow,Office,Neutral
169,02-01-2023,29821,3834.44,7.93,1185,3.4,66,None,Fog,Park,Neutral
113,02-01-2023,29437,3069.24,17.69,698,5.5,108,Swimming,Snow,Gym,Tired
95,02-01-2023,8557,2176.85,14.25,867,1.2,159,Running,Rain,Office,Tired
352,02-01-2023,8957,2321.98,11.49,537,1.8,118,Walking,Rain,Gym,Tired
842,02-01-2023,26239,3388.61,19.55,351,11,83,Swimming,Fog,Other,Happy
648,02-01-2023,1372,2436.46,5.73,1297,2.7,147,Running,Fog,Gym,Stressed
575,02-01-2023,15744,2905.35,17.55,1308,9.1,177,Gym Workout,Snow,Gym,Neutral
487,02-01-2023,13624,3036.96,14.91,807,6.2,175,Walking,Rain,Gym,Stressed
879,02-01-2023,26565,3123.05,1.84,761,4.1,80,Yoga,Snow,Other,Tired
501,02-01-2023,25045,2557.75,8.15,893,6.5,90,Walking,Fog,Home,Neutral
758,02-01-2023,4405,1803.26,11.01,581,1,104,Yoga,Clear,Home,Stressed
23,02-01-2023,15585,3612.91,10.87,160,2.9,166,Gym Workout,Clear,Home,Tired
876,02-01-2023,22409,2076.67,13.81,417,9.7,145,Walking,Snow,Park,Tired
327,02-01-2023,16119,2844.05,18.18,1045,0.2,103,Swimming,Snow,Gym,Neutral
825,02-01-2023,26671,3573.34,19.49,255,10.6,165,Gym Workout,Rain,Office,Stressed
652,02-01-2023,16478,3106.91,1.3,896,10.5,134,Yoga,Rain,Office,Tired
731,02-01-2023,28358,3138.19,6.97,486,11,166,Gym Workout,Rain,Gym,Stressed
99,02-01-2023,5317,2173.88,11.12,108,0.8,66,Gym Workout,Snow,Gym,Happy
1,02-01-2023,21559,3045.06,0.32,841,11.5,126,Cycling,Rain,Park,Stressed
682,02-01-2023,9961,2916.96,10.81,857,11.2,78,Running,Snow,Other,Tired
969,02-01-2023,14444,1939.45,18.1,772,6,61,Running,Snow,Park,Neutral
899,02-01-2023,20664,2487.44,11.53,882,1.2,119,Swimming,Fog,Office,Stressed
468,02-01-2023,22895,2894.52,3.92,1006,9.2,146,Cycling,Snow,Office,Tired
36,02-01-2023,23547,1706.33,13.81,840,2.7,94,Gym Workout,Fog,Other,Tired
279,02-01-2023,28952,2555.83,13.74,318,6,159,Cycling,Snow,Gym,Stressed
12,02-01-2023,5373,3043.84,10.61,886,1.8,126,Gym Workout,Rain,Other,Happy
843,02-01-2023,8359,2889.22,15.61,1215,3.7,154,Swimming,Clear,Home,Stressed
989,02-01-2023,16740,3922.47,16.43,1367,0.5,91,Yoga,Rain,Other,Neutral
667,02-01-2023,9024,2270.62,6.56,1165,6.6,93,Gym Workout,Fog,Other,Happy
344,02-01-2023,23184,2093.18,13.62,1046,8,159,Cycling,Rain,Office,Happy
108,02-01-2023,27457,3678.78,4.26,992,8.6,114,Walking,Rain,Gym,Stressed
725,02-01-2023,16290,2001.75,9.07,690,7.3,75,Running,Fog,Park,Neutral
384,02-01-2023,23329,3818.43,10.57,1303,7.8,176,Yoga,Fog,Gym,Happy
473,02-01-2023,28755,3983.92,7.12,150,11.3,170,Yoga,Snow,Home,Neutral
77,02-01-2023,5733,1566.06,5.44,1124,6.1,63,Cycling,Clear,Gym,Happy
858,02-01-2023,13257,2269.85,11.66,289,2.3,126,Yoga,Rain,Park,Neutral
193,02-01-2023,16261,3988.4,10.04,624,5.6,65,Yoga,Rain,Home,Happy
688,02-01-2023,23494,1747.25,19.36,1213,2.2,169,Swimming,Fog,Park,Neutral
499,02-01-2023,3247,2457.34,18.81,1198,0.5,131,None,Clear,Home,Stressed
784,02-01-2023,7336,1875.3,3.53,1300,3.1,100,None,Snow,Home,Stressed
940,02-01-2023,15756,1548.73,16.93,983,1,116,Running,Clear,Park,Happy
82,02-01-2023,7280,2135.4,4.36,1020,1.4,77,Gym Workout,Snow,Home,Tired
624,02-01-2023,679,3139.2,15.77,1209,1.9,91,Running,Rain,Gym,Stressed
526,02-01-2023,12968,2187.32,18.47,764,7.3,127,None,Snow,Other,Stressed
174,02-01-2023,19150,3889.96,19.98,103,6.1,166,Yoga,Rain,Other,Stressed
210,02-01-2023,26540,2771.11,7.43,583,8,165,Yoga,Snow,Gym,Stressed
378,02-01-2023,23269,2793.5,10.87,607,1.2,132,None,Rain,Park,Tired
374,02-01-2023,10701,3043.58,12.6,221,4.2,165,Gym Workout,Fog,Office,Happy
815,02-01-2023,28719,2271.93,15.48,451,4.3,113,Cycling,Clear,Office,Happy
194,02-01-2023,17323,2879.57,2.85,357,4.2,107,Walking,Fog,Home,Tired
123,02-01-2023,1250,3259.75,2.66,327,4,89,Running,Snow,Gym,Tired
692,02-01-2023,22629,3600,0.33,329,5.6,120,Running,Rain,Office,Tired
152,02-01-2023,24697,2105.42,13.03,141,10.1,125,Cycling,Snow,Park,Happy
939,02-01-2023,11880,2167.74,18.53,178,7.5,65,Running,Clear,Home,Stressed
545,02-01-2023,28682,1769.63,19.18,850,11.9,83,Gym Workout,Clear,Office,Neutral
305,02-01-2023,18132,1888.31,6.67,1163,1.4,62,Yoga,Snow,Office,Happy
535,02-01-2023,20655,3953.52,10.34,886,0.6,173,Swimming,Fog,Gym,Tired
284,02-01-2023,29717,1951.86,7.37,697,0.3,74,Gym Workout,Rain,Other,Neutral
809,02-01-2023,15729,1816.28,18.65,481,3.7,123,Running,Rain,Park,Neutral
187,02-01-2023,10975,1605.45,8.91,872,5.9,177,None,Snow,Park,Happy
920,02-01-2023,18325,1544.01,6.37,262,4.2,62,Yoga,Snow,Gym,Happy
951,02-01-2023,18433,3345.2,18.22,78,8.2,133,None,Fog,Home,Happy
449,02-01-2023,6353,3944.32,7.07,384,2.3,67,None,Snow,Office,Happy
734,02-01-2023,12870,2269.98,18.36,975,11.7,85,Gym Workout,Rain,Other,Happy
87,02-01-2023,11295,2321.43,3.39,1062,7.3,169,Cycling,Rain,Home,Stressed
845,02-01-2023,20735,3302.29,14.52,321,3.4,114,Gym Workout,Snow,Office,Stressed
691,02-01-2023,7532,2471,4.84,1014,3.5,118,Running,Fog,Other,Neutral
265,02-01-2023,1444,1684.73,3.71,1179,2.2,68,Yoga,Clear,Park,Neutral
45,02-01-2023,492,3721.85,16.45,1156,5,134,Swimming,Clear,Other,Neutral
604,02-01-2023,25342,3699.11,19.16,396,5.5,130,Running,Rain,Other,Tired
975,02-01-2023,10816,1678.73,17.13,698,9.3,73,Gym Workout,Rain,Office,Tired
724,02-01-2023,26972,1889.57,11.68,656,11.3,120,Walking,Snow,Home,Neutral
492,02-01-2023,16514,2571.92,14.76,887,8.5,126,Walking,Snow,Home,Tired
708,02-01-2023,24483,2655.86,12.46,450,2.2,97,Cycling,Snow,Other,Happy
915,02-01-2023,28042,2699.63,2.12,888,6.2,88,Walking,Rain,Other,Tired
255,02-01-2023,29737,3484.66,19.92,296,8.8,115,Cycling,Rain,Other,Neutral
814,02-01-2023,20644,2416.77,2.94,277,7.6,107,Swimming,Fog,Other,Tired
286,02-01-2023,3977,2533.04,17.22,568,8.4,147,Walking,Snow,Other,Happy
343,02-01-2023,12105,2941.63,19,1354,8,116,Gym Workout,Clear,Gym,Tired
965,02-01-2023,11428,2910.63,13.32,765,10.8,159,Gym Workout,Fog,Office,Happy
356,02-01-2023,3149,2668.63,13.18,1244,9.7,145,Walking,Rain,Office,Happy
522,02-01-2023,22093,2846.54,19.21,724,1.8,93,None,Fog,Home,Stressed
367,02-01-2023,9060,1945,5.52,868,1,67,Running,Rain,Park,Neutral
528,02-01-2023,3270,2613.73,19.12,792,9.2,157,Cycling,Rain,Other,Tired
951,02-01-2023,9185,2269.02,4.34,548,5.6,112,Cycling,Fog,Office,Happy
122,02-01-2023,11438,1658.47,14.02,1064,2.1,75,None,Snow,Office,Stressed
946,02-01-2023,5464,2616.09,14.54,182,11.6,147,Yoga,Rain,Home,Neutral
297,02-01-2023,12557,2567.24,6.85,983,10.7,169,Walking,Clear,Home,Neutral
820,02-01-2023,14407,1860.94,7.77,143,9.2,168,Running,Snow,Other,Stressed
128,02-01-2023,28481,3135.96,10.82,1107,5.3,114,None,Fog,Office,Happy
838,02-01-2023,29268,3477.99,10.26,481,9.9,66,Gym Workout,Rain,Home,Stressed
753,02-01-2023,25189,3104.82,18.38,743,6.2,135,Cycling,Clear,Gym,Tired
419,02-01-2023,10634,3736.34,10.1,841,7.9,167,Walking,Fog,Park,Happy
784,02-01-2023,18166,3421.67,1.37,654,4.7,72,None,Fog,Gym,Happy
710,02-01-2023,28647,1702.85,2.04,858,3.1,164,Walking,Rain,Park,Neutral
229,02-01-2023,387,3351.71,4.4,845,10.4,133,Gym Workout,Clear,Home,Stressed
568,02-01-2023,8358,2635.24,13.56,1111,4.1,76,Walking,Clear,Office,Tired
968,02-01-2023,13571,3458.68,13.77,731,11.9,80,Walking,Rain,Park,Happy
592,02-01-2023,14159,2417.49,0.21,912,9.8,121,Gym Workout,Rain,Park,Happy
391,02-01-2023,18295,2006.53,5.51,1293,7.1,106,Yoga,Clear,Office,Happy
223,02-01-2023,28579,2717.6,19.55,1078,5.8,145,Yoga,Clear,Office,Tired
677,02-01-2023,1298,3459.62,16.66,77,4.4,148,Swimming,Fog,Park,Neutral
123,02-01-2023,7770,2423.68,14.39,1257,6,143,Swimming,Rain,Home,Neutral
302,02-01-2023,17733,2370.77,15.02,968,3.4,120,Walking,Fog,Other,Neutral
984,02-01-2023,8277,3305,9.1,362,9.1,126,Cycling,Fog,Park,Happy
109,02-01-2023,17631,2510.58,18.59,1045,8.7,144,Gym Workout,Snow,Home,Neutral
340,02-01-2023,20452,2368.85,13.15,453,5.8,82,Cycling,Fog,Office,Neutral
162,02-01-2023,8337,2105.37,16.57,1042,5.4,115,Cycling,Clear,Home,Tired
988,02-01-2023,12054,1959.2,14.47,216,10.4,160,Gym Workout,Rain,Park,Neutral
854,02-01-2023,28869,1557.26,2.31,828,2,173,Gym Workout,Clear,Park,Neutral
230,02-01-2023,23251,3817.53,14.66,1343,11.8,154,Swimming,Fog,Other,Tired
217,02-01-2023,25461,2189.53,13.01,58,6.4,170,Cycling,Snow,Other,Neutral
318,02-01-2023,16670,1986.14,10.66,1332,4.8,95,Swimming,Snow,Gym,Neutral
10,02-01-2023,1636,1714.47,15.75,1318,2,87,Running,Fog,Office,Tired
424,02-01-2023,4206,1511.79,12.54,220,1.3,88,Walking,Fog,Other,Neutral
977,02-01-2023,29564,2985.75,15.27,12,10.7,141,Cycling,Snow,Home,Tired
130,02-01-2023,17317,3575.55,19.45,151,6,65,Cycling,Snow,Home,Tired
243,02-01-2023,3875,1859.83,17.26,1171,10.5,162,Swimming,Rain,Office,Tired
355,02-01-2023,16558,3966.67,4.69,207,9.3,134,Running,Fog,Other,Stressed
576,02-01-2023,28853,3998.19,11.49,937,8.8,161,Walking,Rain,Office,Neutral
261,02-01-2023,23760,3770.6,15.72,539,4.4,109,Yoga,Clear,Office,Tired
946,02-01-2023,6068,1690.14,4.44,464,10.8,148,Gym Workout,Fog,Park,Happy
758,02-01-2023,9038,3474.43,5.58,1227,3.5,151,Yoga,Snow,Office,Tired
327,02-01-2023,1060,3008.06,8.32,778,4.3,163,Yoga,Rain,Home,Stressed
261,02-01-2023,18904,2229.91,6.92,1243,11.2,78,Yoga,Fog,Other,Neutral
669,02-01-2023,12262,3228.34,13.44,1348,0.3,120,Cycling,Snow,Gym,Neutral
221,02-01-2023,14759,3220.5,7.41,1188,7.7,114,Walking,Fog,Office,Neutral
239,02-01-2023,12607,3118.36,1.9,1263,7.4,62,Yoga,Snow,Home,Neutral
36,02-01-2023,22102,2090.45,5.09,650,9.9,71,Running,Fog,Park,Neutral
628,02-01-2023,4519,3578.1,9.55,525,0,174,Yoga,Rain,Park,Stressed
322,02-01-2023,492,2399.46,3.79,277,5.2,69,Walking,Clear,Office,Neutral
261,02-01-2023,8462,3637.74,4.26,962,3.3,159,Gym Workout,Fog,Park,Neutral
641,02-01-2023,21600,3083.71,16.69,408,5.4,86,Cycling,Fog,Other,Happy
656,02-01-2023,1863,1546.6,9.42,205,7.9,132,Running,Snow,Office,Neutral
570,02-01-2023,5230,2975.34,9.02,1287,9.4,133,Running,Rain,Office,Stressed
519,02-01-2023,25974,1710.21,0.38,337,9.6,94,Running,Rain,Other,Stressed
977,02-01-2023,20815,3106.18,19.05,1005,11.3,131,Yoga,Clear,Office,Happy
350,02-01-2023,8279,1761.38,0.41,1204,6.3,150,Swimming,Snow,Park,Stressed
477,02-01-2023,4128,2078.85,17.9,1264,8.7,134,Cycling,Rain,Home,Tired
696,02-01-2023,848,3327.8,4.21,127,4.5,148,Yoga,Snow,Other,Happy
786,02-01-2023,17721,3553.3,15.02,1131,9.3,143,Walking,Snow,Other,Happy
93,02-01-2023,23137,3131.22,17.9,360,5,178,None,Snow,Office,Stressed
900,02-01-2023,21419,3439.78,12.03,418,11.9,141,Swimming,Rain,Other,Stressed
403,02-01-2023,6629,2529.36,11.71,1098,1.5,79,Running,Snow,Park,Stressed
683,02-01-2023,17502,2091.58,4.78,356,9.9,122,Cycling,Clear,Other,Neutral
472,02-01-2023,1849,3916.53,10.3,446,5,142,Yoga,Fog,Office,Happy
383,02-01-2023,21553,1581.13,8.04,1390,10.1,141,Running,Snow,Other,Tired
26,02-01-2023,4147,1702.36,7.6,1245,3,104,Swimming,Fog,Home,Stressed
395,02-01-2023,27218,2299.71,16.41,277,0.2,103,Yoga,Snow,Gym,Tired
239,02-01-2023,60,1548.8,8.15,953,6.3,102,Yoga,Snow,Office,Happy
623,02-01-2023,8210,1745.05,7.04,413,3.1,141,None,Rain,Home,Happy
724,02-01-2023,25737,2795.08,3.28,674,2.2,133,Running,Fog,Office,Neutral
154,02-01-2023,746,3051.9,7.13,706,10,87,Swimming,Rain,Gym,Happy
839,02-01-2023,852,3203.58,5.65,1297,1.1,128,Running,Snow,Other,Happy
273,02-01-2023,10040,3159.32,18.2,1342,9.3,125,Cycling,Rain,Office,Happy
718,02-01-2023,20434,3832.67,13.1,19,11.3,83,Yoga,Snow,Park,Neutral
182,02-01-2023,2585,1577.52,11.88,922,4.9,72,Running,Snow,Park,Stressed
236,02-01-2023,25569,2117.63,8.37,770,1,143,Walking,Snow,Other,Stressed
205,02-01-2023,16340,2352.48,15.13,1014,0.5,164,Running,Rain,Home,Tired
826,02-01-2023,16984,2910.62,18.04,819,9.7,128,Running,Snow,Home,Tired
